"역번호",역사명,노선번호,노선명,영문역사명,한자역사명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,역사전화번호,데이터기준일자
2811,암사,S1108,서울 도시철도 8호선,Amsa,岩寺,일반역,,,37.54997529,127.1274183,서울교통공사,서울특별시 강동구 올림픽로 지하776 (암사동),02-6311-8101,2021-04-09
2812,천호,S1108,서울 도시철도 8호선,Cheonho,千戶,환승역,S1105,서울 도시철도 5호선,37.53842355,127.1236234,서울교통공사,서울특별시 강동구 천호대로 지하997 (천호동),02-6311-5471,2021-04-09
2813,강동구청,S1108,서울 도시철도 8호선,Gangdong-gu Office,江東區廳,일반역,,,37.53047081,127.1202691,서울교통공사,서울특별시 강동구 올림픽로 지하550 (성내동),02-6311-8121,2021-04-09
2814,몽촌토성,S1108,서울 도시철도 8호선,Mongchontoseong,夢村土城,일반역,,,37.51742473,127.1123921,서울교통공사,서울특별시 송파구 올림픽로 지하383,02-6311-8131,2021-04-09
2815,잠실,S1108,서울 도시철도 8호선,Jamsil,蠶室,환승역,S1102,서울 도시철도 2호선,37.51386481,127.1024965,서울교통공사,서울특별시 송파구 올림픽로 지하 265 (잠실동),02-6311-8141,2021-04-09
2816,석촌,S1108,서울 도시철도 8호선,Seokchon,石村,환승역,S1109,서울 도시철도 9호선,37.50535113,127.1069303,서울교통공사,서울특별시 송파구 송파대로 지하439(석촌동),02-6311-8151,2021-04-09
2817,송파,S1108,서울 도시철도 8호선,Songpa,松坡,일반역,,,37.4997227,127.1118647,서울교통공사,서울특별시 송파구 송파대로 지하354 (가락동),02-6311-8161,2021-04-09
2818,가락시장,S1108,서울 도시철도 8호선,Garak Market,可樂市場,환승역,S1103,서울 도시철도 3호선,37.49292332,127.1180741,서울교통공사,서울특별시 송파구 송파대로 지하 257 (가락동),02-6311-8171,2021-04-09
2819,문정,S1108,서울 도시철도 8호선,Munjeong,文井,일반역,,,37.4859849,127.1222272,서울교통공사,서울특별시 송파구 송파대로 지하179 (문정동),02-6311-8181,2021-04-09
2820,장지,S1108,서울 도시철도 8호선,Jangji,長旨,일반역,,,37.47839756,127.1260529,서울교통공사,서울특별시 송파구 송파대로 지하82(장지동),02-6311-8191,2021-04-09
2821,복정,S1108,서울 도시철도 8호선,Bokjeong,福井,환승역,I4105,분당선,37.47008981,127.1264714,서울교통공사,서울특별시 송파구 송파대로 지하6 (장지동),02-6311-8201,2021-04-09
2822,산성,S1108,서울 도시철도 8호선,Sanseong,山城,일반역,,,37.45668074,127.1498131,서울교통공사,경기도 성남시 수정구 수정로 지하365(신흥동),02-6311-8211,2021-04-09
2823,남한산성입구,S1108,서울 도시철도 8호선,Namhansanseong,南漢山城入口,일반역,,,37.45156254,127.1597963,서울교통공사,경기도 성남시 수정구 산성대로 지하 445,02-6311-8221,2021-04-09
2824,단대오거리,S1108,서울 도시철도 8호선,Dandaeogeori,Dandaeogeori,일반역,,,37.44512808,127.1566517,서울교통공사,경기도 성남시 수정구 산성대로 지하365 (신흥동),02-6311-8231,2021-04-09
2825,신흥,S1108,서울 도시철도 8호선,Sinheung,新興,일반역,,,37.44088706,127.1473884,서울교통공사,경기도 성남시 수정구 산성대로 지하280 (신흥동),02-6311-8241,2021-04-09
2826,수진,S1108,서울 도시철도 8호선,Sujin,壽進,일반역,,,37.43732537,127.1406475,서울교통공사,경기도 성남시 수정구 산성대로 지하200 (수진동),02-6311-8251,2021-04-09
2827,모란,S1108,서울 도시철도 8호선,Moran,牡丹,환승역,I4105,분당선,37.43291644,127.1294298,서울교통공사,경기도 성남시 수정구 산성대로 지하100 (수진동),02-6311-8261,2021-04-09
4126,언주,S1109,서울 도시철도 9호선,Eonju,彦州,일반역,,,37.50744596,127.0342849,서울교통공사,서울특별시 강남구 봉은사로 지하 201,02-2656-0926,2021-04-09
4127,선정릉,S1109,서울 도시철도 9호선,Seonjeongneung,宣靖陵,환승역,I4105,분당선,37.51085355,127.043641,서울교통공사,서울특별시 강남구 선릉로 지하 580,02-2656-0927,2021-04-09
4128,삼성중앙,S1109,서울 도시철도 9호선,Samseong Jungang,三成中央,일반역,,,37.51288248,127.052705,서울교통공사,서울특별시 강남구 봉은사로 지하 501,02-2656-0928,2021-04-09
4129,봉은사,S1109,서울 도시철도 9호선,Bongeunsa,奉恩寺,일반역,,,37.51436096,127.0608922,서울교통공사,서울특별시 강남구 봉은사로 지하 601,02-2656-0929,2021-04-09
4130,종합운동장,S1109,서울 도시철도 9호선,Sports Complex,綜合運動場,환승역,S1102,서울 도시철도 2호선,37.51096913,127.0733558,서울교통공사,서울특별시 송파구 올림픽로 지하 23,02-2656-0930,2021-04-09
4131,삼전,S1109,서울 도시철도 9호선,Samjeon,三 田,일반역,,,37.50474464,127.0877814,서울교통공사,서울특별시 송파구 백제고분로 187,02-2656-0931,2021-04-09
4132,석촌고분,S1109,서울 도시철도 9호선,Seokchon Gobun,石村古墳,일반역,,,37.50202826,127.0966224,서울교통공사,서울특별시 송파구 삼학사로 53,02-2656-0932,2021-04-09
4133,석촌,S1109,서울 도시철도 9호선,Seokchon(Hansol Hospital),石村,환승역,S1108,서울 도시철도 8호선,37.50594926,127.1063458,서울교통공사,서울특별시 송파구 송파대로 439,02-2656-0933,2021-04-09
4134,송파나루,S1109,서울 도시철도 9호선,Songpanaru,松坡나루,일반역,,,37.51012026,127.1131234,서울교통공사,서울특별시 송파구 오금로 165,02-2656-0934,2021-04-09
4135,한성백제,S1109,서울 도시철도 9호선,Hanseong Baekje,漢城百?,일반역,,,37.51686537,127.118185,서울교통공사,서울특별시 송파구 위례성대로 51,02-2656-0935,2021-04-09
4136,올림픽공원,S1109,서울 도시철도 9호선,Olympic Park,올림픽公園(韓國體大),환승역,S1105,서울 도시철도 5호선,37.51608795,127.1306004,서울교통공사,서울특별시 송파구 양재대로 1233,02-2656-0936,2021-04-09
4137,둔촌오륜,S1109,서울 도시철도 9호선,Dunchon Oryun,遁村五輪,일반역,,,37.51797547,127.1401702,서울교통공사,서울특별시 송파구 강동대로 327,02-2656-0937,2021-04-09
4138,중앙보훈병원,S1109,서울 도시철도 9호선,VHS Medical Center,中央報?病院,일반역,,,37.52961418,127.142757,서울교통공사,서울특별시 강동구 명일로 117,02-2656-0938,2021-04-09
